"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59938","Validate Council Output [MidAndEastAntrimBoroughCouncil]","","Wed Jan 29 02:19:36 GMT 2025","passed","Wed Jan 29 02:20:36 GMT 2025","","","",""
"","135225","Validate Council Output [BradfordMDC]","","Wed Jan 29 02:01:48 GMT 2025","failed","Wed Jan 29 02:04:03 GMT 2025","","","",""
"","1491","Validate Council Output [BrecklandCouncil]","","Wed Jan 29 02:04:07 GMT 2025","passed","Wed Jan 29 02:04:09 GMT 2025","","","",""
"","2246","Validate Council Output [NorthYorkshire]","","Wed Jan 29 02:27:08 GMT 2025","passed","Wed Jan 29 02:27:10 GMT 2025","","","",""
"","2913","Validate Council Output [SouthRibbleCouncil]","","Wed Jan 29 02:27:41 GMT 2025","passed","Wed Jan 29 02:27:44 GMT 2025","","","",""
"","1703","Validate Council Output [SouthAyrshireCouncil]","","Wed Jan 29 02:27:21 GMT 2025","passed","Wed Jan 29 02:27:22 GMT 2025","","","",""
"","928","Validate Council Output [RoyalBoroughofGreenwich]","","Wed Jan 29 02:27:44 GMT 2025","passed","Wed Jan 29 02:27:45 GMT 2025","","","",""
"","75292","Validate Council Output [KingstonUponThamesCouncil]","","Wed Jan 29 02:19:04 GMT 2025","failed","Wed Jan 29 02:20:20 GMT 2025","","","",""
"","9180","Validate Council Output [LondonBoroughHarrow]","","Wed Jan 29 02:12:51 GMT 2025","passed","Wed Jan 29 02:13:00 GMT 2025","","","",""
"","853","Validate Council Output [MoleValleyDistrictCouncil]","","Wed Jan 29 02:21:22 GMT 2025","passed","Wed Jan 29 02:21:22 GMT 2025","","","",""
"","3482","Validate Council Output [SouthOxfordshireCouncil]","","Wed Jan 29 02:27:37 GMT 2025","passed","Wed Jan 29 02:27:41 GMT 2025","","","",""
"","1215","Validate Council Output [CornwallCouncil]","","Wed Jan 29 01:57:46 GMT 2025","passed","Wed Jan 29 01:57:48 GMT 2025","","","",""
"","1461","Validate Council Output [DerbyCityCouncil]","","Wed Jan 29 02:07:01 GMT 2025","passed","Wed Jan 29 02:07:02 GMT 2025","","","",""
"","1243","Validate Council Output [SouthNorfolkCouncil]","","Wed Jan 29 02:27:36 GMT 2025","passed","Wed Jan 29 02:27:37 GMT 2025","","","",""
"","9","Validate Council Output [BaberghDistrictCouncil]","","Wed Jan 29 01:57:48 GMT 2025","passed","Wed Jan 29 01:57:48 GMT 2025","","","",""
"","1412","Validate Council Output [StockportBoroughCouncil]","","Wed Jan 29 02:37:48 GMT 2025","passed","Wed Jan 29 02:37:49 GMT 2025","","","",""
"","302342","Validate Council Output [RushcliffeBoroughCouncil]","","Wed Jan 29 02:21:59 GMT 2025","passed","Wed Jan 29 02:27:02 GMT 2025","","","",""
"","300371","Validate Council Output [StaffordshireMoorlandsDistrictCouncil]","","Wed Jan 29 02:32:47 GMT 2025","failed","Wed Jan 29 02:37:48 GMT 2025","","","",""
"","10613","Validate Council Output [LondonBoroughSutton]","","Wed Jan 29 02:19:15 GMT 2025","passed","Wed Jan 29 02:19:26 GMT 2025","","","",""
"","2824","Validate Council Output [MiltonKeynesCityCouncil]","","Wed Jan 29 02:21:19 GMT 2025","passed","Wed Jan 29 02:21:22 GMT 2025","","","",""
"","14322","Validate Council Output [NorthWestLeicestershire]","","Wed Jan 29 02:26:53 GMT 2025","passed","Wed Jan 29 02:27:08 GMT 2025","","","",""
"","1435","Validate Council Output [AylesburyValeCouncil]","","Wed Jan 29 01:57:47 GMT 2025","passed","Wed Jan 29 01:57:48 GMT 2025","","","",""
"","3651","Validate Council Output [HinckleyandBosworthBoroughCouncil]","","Wed Jan 29 02:18:02 GMT 2025","passed","Wed Jan 29 02:18:05 GMT 2025","","","",""
"","1425","Validate Council Output [SwindonBoroughCouncil]","","Wed Jan 29 02:27:52 GMT 2025","passed","Wed Jan 29 02:27:53 GMT 2025","","","",""
"","10755","Validate Council Output [SomersetCouncil]","","Wed Jan 29 02:27:10 GMT 2025","passed","Wed Jan 29 02:27:21 GMT 2025","","","",""
"","2651","Validate Council Output [DurhamCouncil]","","Wed Jan 29 02:01:57 GMT 2025","passed","Wed Jan 29 02:02:00 GMT 2025","","","",""
"","3660","Validate Council Output [BasingstokeCouncil]","","Wed Jan 29 02:01:40 GMT 2025","passed","Wed Jan 29 02:01:44 GMT 2025","","","",""
"","5696","Validate Council Output [LondonBoroughHounslow]","","Wed Jan 29 02:13:01 GMT 2025","passed","Wed Jan 29 02:13:07 GMT 2025","","","",""
"","3036","Validate Council Output [WaverleyBoroughCouncil]","","Wed Jan 29 02:39:00 GMT 2025","passed","Wed Jan 29 02:39:03 GMT 2025","","","",""
"","2473","Validate Council Output [DoverDistrictCouncil]","","Wed Jan 29 02:01:47 GMT 2025","passed","Wed Jan 29 02:01:50 GMT 2025","","","",""
"","5019","Validate Council Output [DenbighshireCouncil]","","Wed Jan 29 02:06:56 GMT 2025","passed","Wed Jan 29 02:07:01 GMT 2025","","","",""
"","9251","Validate Council Output [ChichesterDistrictCouncil]","","Wed Jan 29 01:42:37 GMT 2025","passed","Wed Jan 29 01:42:46 GMT 2025","","","",""
"","3170","Validate Council Output [WyreCouncil]","","Wed Jan 29 02:40:38 GMT 2025","passed","Wed Jan 29 02:40:41 GMT 2025","","","",""
"","1279","Validate Council Output [PlymouthCouncil]","","Wed Jan 29 02:20:58 GMT 2025","passed","Wed Jan 29 02:21:00 GMT 2025","","","",""
"","2644","Validate Council Output [ErewashBoroughCouncil]","","Wed Jan 29 02:01:54 GMT 2025","passed","Wed Jan 29 02:01:57 GMT 2025","","","",""
"","1227","Validate Council Output [DoncasterCouncil]","","Wed Jan 29 02:12:02 GMT 2025","passed","Wed Jan 29 02:12:04 GMT 2025","","","",""
"","2257","Validate Council Output [KingsLynnandWestNorfolkBC]","","Wed Jan 29 02:19:02 GMT 2025","passed","Wed Jan 29 02:19:04 GMT 2025","","","",""
"","1865","Validate Council Output [WestMorlandAndFurness]","","Wed Jan 29 02:39:19 GMT 2025","passed","Wed Jan 29 02:39:20 GMT 2025","","","",""
"","11206","Validate Council Output [WestBerkshireCouncil]","","Wed Jan 29 02:39:07 GMT 2025","passed","Wed Jan 29 02:39:19 GMT 2025","","","",""
"","6694","Validate Council Output [ArmaghBanbridgeCraigavonCouncil]","","Wed Jan 29 01:42:51 GMT 2025","passed","Wed Jan 29 01:42:57 GMT 2025","","","",""
"","2480","Validate Council Output [StokeOnTrentCityCouncil]","","Wed Jan 29 02:27:50 GMT 2025","passed","Wed Jan 29 02:27:52 GMT 2025","","","",""
"","1526","Validate Council Output [BCPCouncil]","","Wed Jan 29 01:57:48 GMT 2025","passed","Wed Jan 29 01:57:50 GMT 2025","","","",""
"","300068","Validate Council Output [EastLindseyDistrictCouncil]","","Wed Jan 29 02:07:04 GMT 2025","failed","Wed Jan 29 02:12:04 GMT 2025","","","",""
"","742","Validate Council Output [EalingCouncil]","","Wed Jan 29 02:02:00 GMT 2025","passed","Wed Jan 29 02:02:01 GMT 2025","","","",""
"","300113","Validate Council Output [DerbyshireDalesDistrictCouncil]","","Wed Jan 29 02:07:02 GMT 2025","failed","Wed Jan 29 02:12:02 GMT 2025","","","",""
"","2987","Validate Council Output [CheshireEastCouncil]","","Wed Jan 29 01:59:40 GMT 2025","passed","Wed Jan 29 01:59:43 GMT 2025","","","",""
"","1881","Validate Council Output [SouthTynesideCouncil]","","Wed Jan 29 02:27:45 GMT 2025","passed","Wed Jan 29 02:27:47 GMT 2025","","","",""
"","300074","Validate Council Output [SwaleBoroughCouncil]","","Wed Jan 29 02:33:02 GMT 2025","failed","Wed Jan 29 02:38:02 GMT 2025","","","",""
"","300079","Validate Council Output [CalderdaleCouncil]","","Wed Jan 29 01:48:17 GMT 2025","failed","Wed Jan 29 01:53:17 GMT 2025","","","",""
"","300057","Validate Council Output [WokinghamBoroughCouncil]","","Wed Jan 29 02:39:39 GMT 2025","failed","Wed Jan 29 02:44:39 GMT 2025","","","",""
"","1729","Validate Council Output [PerthAndKinrossCouncil]","","Wed Jan 29 02:20:57 GMT 2025","passed","Wed Jan 29 02:20:58 GMT 2025","","","",""
"","75220","Validate Council Output [EnfieldCouncil]","","Wed Jan 29 02:18:58 GMT 2025","passed","Wed Jan 29 02:20:13 GMT 2025","","","",""
"","300008","Validate Council Output [ForestOfDeanDistrictCouncil]","","Wed Jan 29 02:04:42 GMT 2025","failed","Wed Jan 29 02:09:42 GMT 2025","","","",""
"","14999","Validate Council Output [HertsmereBoroughCouncil]","","Wed Jan 29 02:12:45 GMT 2025","failed","Wed Jan 29 02:13:00 GMT 2025","","","",""
"","1315","Validate Council Output [MertonCouncil]","","Wed Jan 29 02:19:35 GMT 2025","passed","Wed Jan 29 02:19:36 GMT 2025","","","",""
"","45598","Validate Council Output [LondonBoroughOfRichmondUponThames]","","Wed Jan 29 02:12:05 GMT 2025","passed","Wed Jan 29 02:12:51 GMT 2025","","","",""
"","15","Validate Council Output [CheltenhamBoroughCouncil]","","Wed Jan 29 01:59:40 GMT 2025","passed","Wed Jan 29 01:59:40 GMT 2025","","","",""
"","55853","Validate Council Output [NorthumberlandCouncil]","","Wed Jan 29 02:19:45 GMT 2025","passed","Wed Jan 29 02:20:41 GMT 2025","","","",""
"","5403","Validate Council Output [BedfordBoroughCouncil]","","Wed Jan 29 01:42:37 GMT 2025","passed","Wed Jan 29 01:42:42 GMT 2025","","","",""
"","906","Validate Council Output [AntrimAndNewtonabbeyCouncil]","","Wed Jan 29 01:42:44 GMT 2025","passed","Wed Jan 29 01:42:45 GMT 2025","","","",""
"","21918","Validate Council Output [ConwyCountyBorough]","","Wed Jan 29 01:57:23 GMT 2025","failed","Wed Jan 29 01:57:45 GMT 2025","","","",""
"","3096","Validate Council Output [StroudDistrictCouncil]","","Wed Jan 29 02:27:54 GMT 2025","passed","Wed Jan 29 02:27:57 GMT 2025","","","",""
"","300008","Validate Council Output [HighPeakCouncil]","","Wed Jan 29 02:13:02 GMT 2025","failed","Wed Jan 29 02:18:02 GMT 2025","","","",""
"","300007","Validate Council Output [WakefieldCityCouncil]","","Wed Jan 29 02:39:58 GMT 2025","failed","Wed Jan 29 02:44:58 GMT 2025","","","",""
"","1253","Validate Council Output [MalvernHillsDC]","","Wed Jan 29 02:19:30 GMT 2025","passed","Wed Jan 29 02:19:32 GMT 2025","","","",""
"","32391","Validate Council Output [WychavonDistrictCouncil]","","Wed Jan 29 02:45:33 GMT 2025","passed","Wed Jan 29 02:46:05 GMT 2025","","","",""
"","1448","Validate Council Output [NorthNorthamptonshireCouncil]","","Wed Jan 29 02:26:48 GMT 2025","passed","Wed Jan 29 02:26:50 GMT 2025","","","",""
"","300063","Validate Council Output [NorthNorfolkDistrictCouncil]","","Wed Jan 29 02:21:48 GMT 2025","failed","Wed Jan 29 02:26:48 GMT 2025","","","",""
"","3879","Validate Council Output [BraintreeDistrictCouncil]","","Wed Jan 29 02:04:03 GMT 2025","passed","Wed Jan 29 02:04:07 GMT 2025","","","",""
"","3099","Validate Council Output [TunbridgeWellsCouncil]","","Wed Jan 29 02:38:05 GMT 2025","passed","Wed Jan 29 02:38:08 GMT 2025","","","",""
"","3797","Validate Council Output [CardiffCouncil]","","Wed Jan 29 01:53:23 GMT 2025","passed","Wed Jan 29 01:53:27 GMT 2025","","","",""
"","2550","Validate Council Output [WestDunbartonshireCouncil]","","Wed Jan 29 02:39:19 GMT 2025","passed","Wed Jan 29 02:39:21 GMT 2025","","","",""
"","2673","Validate Council Output [HackneyCouncil]","","Wed Jan 29 02:18:40 GMT 2025","failed","Wed Jan 29 02:18:42 GMT 2025","","","",""
"","1399","Validate Council Output [KirkleesCouncil]","","Wed Jan 29 02:20:20 GMT 2025","passed","Wed Jan 29 02:20:21 GMT 2025","","","",""
"","1274","Validate Council Output [IslingtonCouncil]","","Wed Jan 29 02:19:01 GMT 2025","failed","Wed Jan 29 02:19:02 GMT 2025","","","",""
"","2207","Validate Council Output [WealdenDistrictCouncil]","","Wed Jan 29 02:39:03 GMT 2025","passed","Wed Jan 29 02:39:05 GMT 2025","","","",""
"","34002","Validate Council Output [BexleyCouncil]","","Wed Jan 29 01:42:45 GMT 2025","passed","Wed Jan 29 01:43:19 GMT 2025","","","",""
"","1097","Validate Council Output [WalsallCouncil]","","Wed Jan 29 02:38:35 GMT 2025","failed","Wed Jan 29 02:38:37 GMT 2025","","","",""
"","300021","Validate Council Output [ArunCouncil]","","Wed Jan 29 01:42:57 GMT 2025","failed","Wed Jan 29 01:47:57 GMT 2025","","","",""
"","2440","Validate Council Output [NorwichCityCouncil]","","Wed Jan 29 02:19:42 GMT 2025","passed","Wed Jan 29 02:19:45 GMT 2025","","","",""
"","468103","Validate Council Output [TeignbridgeCouncil]","","Wed Jan 29 02:30:10 GMT 2025","failed","Wed Jan 29 02:37:59 GMT 2025","","","",""
"","959","Validate Council Output [LisburnCastlereaghCityCouncil]","","Wed Jan 29 02:21:58 GMT 2025","passed","Wed Jan 29 02:21:59 GMT 2025","","","",""
"","134653","Validate Council Output [ValeofGlamorganCouncil]","","Wed Jan 29 02:37:39 GMT 2025","failed","Wed Jan 29 02:39:54 GMT 2025","","","",""
"","1684","Validate Council Output [SolihullCouncil]","","Wed Jan 29 02:27:34 GMT 2025","passed","Wed Jan 29 02:27:36 GMT 2025","","","",""
"","3440","Validate Council Output [LutonBoroughCouncil]","","Wed Jan 29 02:19:26 GMT 2025","passed","Wed Jan 29 02:19:29 GMT 2025","","","",""
"","1315","Validate Council Output [StaffordBoroughCouncil]","","Wed Jan 29 02:32:46 GMT 2025","passed","Wed Jan 29 02:32:47 GMT 2025","","","",""
"","1016","Validate Council Output [MedwayCouncil]","","Wed Jan 29 02:19:34 GMT 2025","passed","Wed Jan 29 02:19:35 GMT 2025","","","",""
"","15830","Validate Council Output [SevenoaksDistrictCouncil]","","Wed Jan 29 02:27:11 GMT 2025","passed","Wed Jan 29 02:27:27 GMT 2025","","","",""
"","860","Validate Council Output [SwanseaCouncil]","","Wed Jan 29 02:27:51 GMT 2025","passed","Wed Jan 29 02:27:52 GMT 2025","","","",""
"","2621","Validate Council Output [DundeeCityCouncil]","","Wed Jan 29 02:01:55 GMT 2025","passed","Wed Jan 29 02:01:57 GMT 2025","","","",""
"","1368","Validate Council Output [EnvironmentFirst]","","Wed Jan 29 02:20:13 GMT 2025","passed","Wed Jan 29 02:20:15 GMT 2025","","","",""
"","13285","Validate Council Output [RenfrewshireCouncil]","","Wed Jan 29 02:27:21 GMT 2025","passed","Wed Jan 29 02:27:35 GMT 2025","","","",""
"","300009","Validate Council Output [BrightonandHoveCityCouncil]","","Wed Jan 29 02:04:20 GMT 2025","failed","Wed Jan 29 02:09:20 GMT 2025","","","",""
"","228242","Validate Council Output [BarnetCouncil]","","Wed Jan 29 01:57:50 GMT 2025","passed","Wed Jan 29 02:01:38 GMT 2025","","","",""
"","7373","Validate Council Output [FlintshireCountyCouncil]","","Wed Jan 29 02:04:08 GMT 2025","passed","Wed Jan 29 02:04:15 GMT 2025","","","",""
"","9710","Validate Council Output [NorthLincolnshireCouncil]","","Wed Jan 29 02:21:38 GMT 2025","passed","Wed Jan 29 02:21:48 GMT 2025","","","",""
"","305446","Validate Council Output [SouthKestevenDistrictCouncil]","","Wed Jan 29 02:27:30 GMT 2025","failed","Wed Jan 29 02:32:35 GMT 2025","","","",""
"","300056","Validate Council Output [SunderlandCityCouncil]","","Wed Jan 29 02:27:57 GMT 2025","failed","Wed Jan 29 02:32:57 GMT 2025","","","",""
"","934","Validate Council Output [RushmoorCouncil]","","Wed Jan 29 02:27:02 GMT 2025","passed","Wed Jan 29 02:27:02 GMT 2025","","","",""
"","3270","Validate Council Output [WokingBoroughCouncil]","","Wed Jan 29 02:40:35 GMT 2025","passed","Wed Jan 29 02:40:38 GMT 2025","","","",""
"","2313","Validate Council Output [AberdeenshireCouncil]","","Wed Jan 29 01:42:37 GMT 2025","passed","Wed Jan 29 01:42:39 GMT 2025","","","",""
"","7","Validate Council Output [WyreForestDistrictCouncil]","","Wed Jan 29 02:40:41 GMT 2025","passed","Wed Jan 29 02:40:41 GMT 2025","","","",""
"","300382","Validate Council Output [GloucesterCityCouncil]","","Wed Jan 29 02:12:49 GMT 2025","failed","Wed Jan 29 02:17:50 GMT 2025","","","",""
"","52538","Validate Council Output [HaltonBoroughCouncil]","","Wed Jan 29 02:18:42 GMT 2025","failed","Wed Jan 29 02:19:35 GMT 2025","","","",""
"","2179","Validate Council Output [EastStaffordshireBoroughCouncil]","","Wed Jan 29 02:17:58 GMT 2025","passed","Wed Jan 29 02:18:00 GMT 2025","","","",""
"","51740","Validate Council Output [KnowsleyMBCouncil]","","Wed Jan 29 02:20:21 GMT 2025","failed","Wed Jan 29 02:21:13 GMT 2025","","","",""
"","676","Validate Council Output [ReadingBoroughCouncil]","","Wed Jan 29 02:26:58 GMT 2025","passed","Wed Jan 29 02:26:58 GMT 2025","","","",""
"","120299","Validate Council Output [ExeterCityCouncil]","","Wed Jan 29 02:01:57 GMT 2025","failed","Wed Jan 29 02:03:57 GMT 2025","","","",""
"","11560","Validate Council Output [TestValleyBoroughCouncil]","","Wed Jan 29 02:38:46 GMT 2025","passed","Wed Jan 29 02:38:58 GMT 2025","","","",""
"","9508","Validate Council Output [OxfordCityCouncil]","","Wed Jan 29 02:20:47 GMT 2025","passed","Wed Jan 29 02:20:57 GMT 2025","","","",""
"","1224","Validate Council Output [WarwickDistrictCouncil]","","Wed Jan 29 02:39:12 GMT 2025","passed","Wed Jan 29 02:39:14 GMT 2025","","","",""
"","4730","Validate Council Output [HarboroughDistrictCouncil]","","Wed Jan 29 02:19:35 GMT 2025","passed","Wed Jan 29 02:19:40 GMT 2025","","","",""
"","7689","Validate Council Output [WestLothianCouncil]","","Wed Jan 29 02:39:19 GMT 2025","passed","Wed Jan 29 02:39:26 GMT 2025","","","",""
"","732","Validate Council Output [CastlepointDistrictCouncil]","","Wed Jan 29 01:53:30 GMT 2025","failed","Wed Jan 29 01:53:30 GMT 2025","","","",""
"","951","Validate Council Output [StAlbansCityAndDistrictCouncil]","","Wed Jan 29 02:27:50 GMT 2025","passed","Wed Jan 29 02:27:51 GMT 2025","","","",""
"","27068","Validate Council Output [FolkstoneandHytheDistrictCouncil]","","Wed Jan 29 02:04:15 GMT 2025","passed","Wed Jan 29 02:04:42 GMT 2025","","","",""
"","3556","Validate Council Output [NewportCityCouncil]","","Wed Jan 29 02:20:36 GMT 2025","passed","Wed Jan 29 02:20:40 GMT 2025","","","",""
"","300063","Validate Council Output [PrestonCityCouncil]","","Wed Jan 29 02:21:58 GMT 2025","failed","Wed Jan 29 02:26:58 GMT 2025","","","",""
"","2282","Validate Council Output [WirralCouncil]","","Wed Jan 29 02:39:37 GMT 2025","passed","Wed Jan 29 02:39:39 GMT 2025","","","",""
"","739","Validate Council Output [MansfieldDistrictCouncil]","","Wed Jan 29 02:19:33 GMT 2025","passed","Wed Jan 29 02:19:34 GMT 2025","","","",""
"","300077","Validate Council Output [BuckinghamshireCouncil]","","Wed Jan 29 01:43:08 GMT 2025","failed","Wed Jan 29 01:48:08 GMT 2025","","","",""
"","1264","Validate Council Output [SalfordCityCouncil]","","Wed Jan 29 02:27:02 GMT 2025","passed","Wed Jan 29 02:27:04 GMT 2025","","","",""
"","853","Validate Council Output [LondonBoroughEaling]","","Wed Jan 29 02:12:04 GMT 2025","passed","Wed Jan 29 02:12:05 GMT 2025","","","",""
"","2307","Validate Council Output [RhonddaCynonTaffCouncil]","","Wed Jan 29 02:27:35 GMT 2025","passed","Wed Jan 29 02:27:37 GMT 2025","","","",""
"","300076","Validate Council Output [WinchesterCityCouncil]","","Wed Jan 29 02:40:33 GMT 2025","failed","Wed Jan 29 02:45:33 GMT 2025","","","",""
"","26804","Validate Council Output [WandsworthCouncil]","","Wed Jan 29 02:38:49 GMT 2025","passed","Wed Jan 29 02:39:15 GMT 2025","","","",""
"","66755","Validate Council Output [LondonBoroughRedbridge]","","Wed Jan 29 02:18:08 GMT 2025","passed","Wed Jan 29 02:19:15 GMT 2025","","","",""
"","4576","Validate Council Output [FenlandDistrictCouncil]","","Wed Jan 29 02:04:00 GMT 2025","passed","Wed Jan 29 02:04:04 GMT 2025","","","",""
"","2305","Validate Council Output [SeftonCouncil]","","Wed Jan 29 02:27:09 GMT 2025","passed","Wed Jan 29 02:27:11 GMT 2025","","","",""
"","1190","Validate Council Output [WestLindseyDistrictCouncil]","","Wed Jan 29 02:39:17 GMT 2025","passed","Wed Jan 29 02:39:19 GMT 2025","","","",""
"","10","Validate Council Output [MidSuffolkDistrictCouncil]","","Wed Jan 29 02:20:24 GMT 2025","passed","Wed Jan 29 02:20:24 GMT 2025","","","",""
"","1110","Validate Council Output [NewcastleUnderLymeCouncil]","","Wed Jan 29 02:27:41 GMT 2025","passed","Wed Jan 29 02:27:42 GMT 2025","","","",""
"","1775","Validate Council Output [CoventryCityCouncil]","","Wed Jan 29 02:00:46 GMT 2025","passed","Wed Jan 29 02:00:48 GMT 2025","","","",""
"","196710","Validate Council Output [BromleyBoroughCouncil]","","Wed Jan 29 02:09:23 GMT 2025","passed","Wed Jan 29 02:12:39 GMT 2025","","","",""
"","44253","Validate Council Output [GuildfordCouncil]","","Wed Jan 29 02:17:53 GMT 2025","passed","Wed Jan 29 02:18:37 GMT 2025","","","",""
"","1333","Validate Council Output [DartfordBoroughCouncil]","","Wed Jan 29 02:06:54 GMT 2025","passed","Wed Jan 29 02:06:56 GMT 2025","","","",""
"","3368","Validate Council Output [WiganBoroughCouncil]","","Wed Jan 29 02:39:21 GMT 2025","passed","Wed Jan 29 02:39:24 GMT 2025","","","",""
"","1908","Validate Council Output [StratfordUponAvonCouncil]","","Wed Jan 29 02:27:52 GMT 2025","failed","Wed Jan 29 02:27:54 GMT 2025","","","",""
"","1001","Validate Council Output [NewhamCouncil]","","Wed Jan 29 02:27:42 GMT 2025","passed","Wed Jan 29 02:27:43 GMT 2025","","","",""
"","3112","Validate Council Output [WiltshireCouncil]","","Wed Jan 29 02:39:24 GMT 2025","passed","Wed Jan 29 02:39:27 GMT 2025","","","",""
"","51949","Validate Council Output [EastSuffolkCouncil]","","Wed Jan 29 02:18:00 GMT 2025","passed","Wed Jan 29 02:18:52 GMT 2025","","","",""
"","360","Validate Council Output [GedlingBoroughCouncil]","","Wed Jan 29 02:12:47 GMT 2025","passed","Wed Jan 29 02:12:47 GMT 2025","","","",""
"","1657","Validate Council Output [RochdaleCouncil]","","Wed Jan 29 02:27:37 GMT 2025","passed","Wed Jan 29 02:27:39 GMT 2025","","","",""
"","993","Validate Council Output [SouthStaffordshireDistrictCouncil]","","Wed Jan 29 02:27:44 GMT 2025","passed","Wed Jan 29 02:27:45 GMT 2025","","","",""
"","1561","Validate Council Output [MidlothianCouncil]","","Wed Jan 29 02:20:23 GMT 2025","passed","Wed Jan 29 02:20:24 GMT 2025","","","",""
"","3215","Validate Council Output [LincolnCouncil]","","Wed Jan 29 02:21:55 GMT 2025","passed","Wed Jan 29 02:21:58 GMT 2025","","","",""
